ethylene (ul C2H4/kg·hr),respiration rate (ml CO2/kg·hr),temperature (°C),relative humidity (%),days to ripen
0.30924178439751254,26.8655259190817,13.288565909241536,93.8605696787202,41299.190457091296
2.1724627552319653,15.202414031381469,19.175073790359328,92.59660690169275,71.7413304010746
9.247939642662649,65.57477160890511,24.75974679533423,94.1391129274807,2.917073348843669
20.34289206388884,71.52239340884582,26.60906856382099,92.88779300315198,0.2660491583358754
0.42282672881179006,23.558340964299465,13.759832146125284,94.03246005498758,15706.683048306986
7.229318626380964,19.994340929940314,19.465748395970607,93.38527475200745,2.6713765092037383
13.902253963510155,49.165444374735266,20.079712048478278,91.74164604366362,0.8969108606358334
29.983014630058477,81.34952408336616,29.28041710102796,92.59651503956539,0.07878410802781402
1.4232504589346435,21.014680471907653,13.337211141958454,93.31050420782688,504.93881625176437
4.031308153820377,21.26392946385709,17.5748047274778,91.05855892464936,18.28091806962109
14.675778268702398,55.55917137870605,24.043162880548444,92.77195372939936,0.6551074853306879
20.261722302711455,66.86016602260854,28.819548848269285,92.03309647315255,0.21594204043860257
0.9121772276457631,19.605737899562673,13.067879768648599,94.35249748300934,1696.0492486759504
6.697929596889199,36.179506699091206,16.76889604200682,91.5476471052534,7.311469340438051
5.034771912967886,64.69141992360865,20.24762131340052,94.92460544060506,23.951925325225034
8.72643155308201,77.55813026246987,26.333054287681946,92.29843474729695,3.677446833111858
0.12146399390911404,27.293542011939728,13.934747254494996,92.78622787760152,348785.4761556894
5.380355052089471,13.985101968058267,15.811289058126116,93.81670407222047,5.784956236777084
9.483229398171858,62.53400945581316,20.511888146491902,91.97101873599857,3.4649493142985976
21.930930111939254,82.60093762597899,27.15384823997664,93.20835903875178,0.23630884338305383
0.6104523083935146,25.896968610955472,13.74885497650147,94.50396240676751,6481.500381418478
3.240302408972726,32.29121687438737,16.15711416387759,91.87823957074248,58.288071852989845
8.193447641067129,45.17056214146916,23.30572574084684,92.60118111042914,3.186958014199527
11.947417124479564,73.28187088788114,27.082317736548593,93.63050516372098,1.293318897731098
0.8040104222272103,26.127490752373298,13.51666188189534,92.88421280512274,3116.212592942535
3.944104900981308,28.60948252581338,16.56769664312695,94.6066010917018,28.13256632287357
12.366538832122595,40.37008533689237,22.179182970273047,91.3109328858691,0.9030042075358747
4.524502710620174,80.16128885899778,26.76593145390999,94.09027419003019,25.915460753156236
1.546273790712298,20.650260256946577,13.5284660575057,90.54671473237167,385.84919132614255
2.4746770994814047,36.133665724202544,17.075725033550995,94.64194972103151,134.87994964353246
7.467080400618132,40.22849848463167,23.554129416171246,90.37491855866219,3.6771076699721132
3.4381948047109754,94.70711582082873,26.651478656628843,92.1519087771326,69.37918526063655
0.8825984470327467,23.563366683050848,13.381036522218446,94.7826045087294,2187.472967994947
0.33844992410535846,32.88835520092967,19.503928421918264,91.84273284442688,26158.388260449505
7.20428677744342,61.63395706969722,23.613369499789254,93.93916717113125,6.24122976895015
23.77062886264293,63.350847680586696,28.57362988571605,94.88201836924651,0.12908092405640684
1.356297864626588,26.880693079097988,13.16402992387258,92.19432091128691,750.4783486512556
6.716007943346843,36.82602864407311,19.025202523588174,93.92373528598304,6.313902076851503
2.7575369208779685,46.12788027755671,20.97110955314609,94.6471202718924,95.76242935178885
14.804585781829626,86.2676904193338,29.86633049494718,92.76592682263083,0.6618749586039988
0.17523134043677846,18.059396092152213,13.04098065354248,90.33942598061815,110192.75225741221
4.309581967037073,34.81547117755256,17.478507560181953,91.04690284153244,24.740973395600523
13.728858560092467,28.169992360928713,21.155549229202826,92.7112815757125,0.4951811856443684
29.500486913880504,73.17004187176138,28.952975303904566,92.78798242716135,0.0760965560201096
1.3598825544246884,16.76641541655722,13.528335066212405,94.8654834949384,452.99093728885885
3.208737267798104,15.12329973126517,19.04118223173221,92.98796851262053,23.00494133675968
0.430026512963979,36.7805089674953,22.159670687182697,91.18156860069922,13106.440249541285
28.092854513357135,56.42545795860066,26.809566670389906,93.47272238874571,0.0788102570248058
0.45636889535547875,19.288228084263455,13.030322650140674,93.60084603717496,11066.971987774137
6.987485895751267,21.463162069406856,18.250878636743998,91.10473509082958,3.451533948546403
4.4345761909640755,48.30336071060275,23.332264827290754,90.40956500619187,21.023772955985336
27.576112993563434,90.34750808828986,26.54249475396242,90.00211855058356,0.13589210505867733
0.3557766322742679,10.308254138946968,13.068647743194237,90.94998442702176,11275.299467470877
2.852584869458671,25.07052801980633,17.313225330144842,94.45114239265214,60.725361364017054
11.0195435735261,69.41282195394533,21.836626283901772,93.22295841158244,2.2427673051954016
16.092659522854458,68.54675774841097,25.29513013137769,94.95039789492793,0.5627213987619141
0.20093785044502396,17.976395762723122,13.072266852587228,93.31809467996914,79836.73944864573
4.029597122082829,19.988624365225306,15.190625407527572,91.77874580568391,20.297965754922146
14.299087088232186,38.25251847788088,21.453919125028015,90.06758901987268,0.5832899358282622
23.95574834889424,80.32466131422817,29.35723384252485,92.22008434917359,0.15145744109200965
0.37096815992699517,14.66649967795668,13.263253344065477,93.55775635711666,14215.856548813501
4.326585976463145,12.485817854369952,15.858994932551058,91.01583510791664,9.81206750049037
5.485293440102938,24.339642379386234,23.04753697107498,92.23641529582233,5.757743816891494
15.434924564201513,52.572707172137726,25.767955198736242,93.43522258393605,0.4731237875333792
0.8535535214321859,14.220301508649545,13.342990596603114,91.4931057711653,1453.2952469136494
2.1857815710576145,15.850665333930637,15.779952893565689,93.9470392783388,92.97739266225578
2.251566358010536,47.01009091766454,22.135513856133542,90.83909083287817,162.8082825052174
1.6620153445011128,90.98749621381879,29.18627724593108,90.00140192405975,466.4045916852509
1.339488543764653,23.922378277740833,13.384089855679168,91.17050059629337,681.6754738338605
